val_loss,epoch,step,train_loss,test_loss
2.080303192138672,0,38,,
,0,38,2.6502435207366943,
1.9664726257324219,1,77,,
,1,77,1.9832388162612915,
1.9117927551269531,2,116,,
,2,116,1.881707787513733,
1.8065358400344849,3,155,,
,3,155,1.8249297142028809,
1.8674771785736084,4,194,,
,4,194,1.7813383340835571,
1.766301155090332,5,233,,
,5,233,1.7569423913955688,
1.8102154731750488,6,272,,
,6,272,1.7427624464035034,
1.7527786493301392,7,311,,
,7,311,1.7037590742111206,
1.7702605724334717,8,350,,
,8,350,1.6827532052993774,
2.018174648284912,9,389,,
,9,389,1.7181698083877563,
1.828795313835144,10,428,,
,10,428,1.8114161491394043,
1.9605649709701538,11,467,,
,11,467,1.8136980533599854,
1.7988929748535156,12,506,,
,12,506,1.8344539403915405,
1.7176765203475952,13,545,,
,13,545,1.7539347410202026,
2.354372978210449,14,584,,
,14,584,1.7223303318023682,
1.7886141538619995,15,623,,
,15,623,1.7006504535675049,
1.8177876472473145,16,662,,
,16,662,1.7448277473449707,
1.791562557220459,17,701,,
,17,701,1.7260315418243408,
1.7079687118530273,18,740,,
,18,740,1.6733691692352295,
1.6921063661575317,19,779,,
,19,779,1.673683524131775,
2.168043851852417,20,818,,
,20,818,1.6788471937179565,
1.8125786781311035,21,857,,
,21,857,1.6633422374725342,
1.7745304107666016,22,896,,
,22,896,1.6884516477584839,
1.8177523612976074,23,935,,
,23,935,1.708045244216919,
1.7087606191635132,24,974,,
,24,974,1.706973671913147,
127.83094024658203,25,1013,,
,25,1013,1.6906931400299072,
1.7158393859863281,26,1052,,
,26,1052,1.7025068998336792,
1.7396808862686157,27,1091,,
,27,1091,1.6393091678619385,
1.7012237310409546,28,1130,,
,28,1130,1.6328020095825195,
4.251315593719482,29,1169,,
,29,1169,1.6136488914489746,
1.7704598903656006,30,1208,,
,30,1208,1.7307144403457642,
1.7459031343460083,31,1247,,
,31,1247,1.6875863075256348,
2.8722195625305176,32,1286,,
,32,1286,1.6368193626403809,
7.111909866333008,33,1325,,
,33,1325,1.6227818727493286,
1.7196334600448608,34,1364,,
,34,1364,1.6170495748519897,
13.858498573303223,35,1403,,
,35,1403,1.6242825984954834,
2.876180410385132,36,1442,,
,36,1442,1.622327446937561,
1.93922758102417,37,1481,,
,37,1481,1.5972224473953247,
8.884064674377441,38,1520,,
,38,1520,1.5985057353973389,
10.382190704345703,39,1559,,
,39,1559,1.653815507888794,
354.9945373535156,40,1598,,
,40,1598,1.6107264757156372,
2.549861192703247,41,1637,,
,41,1637,1.5819370746612549,
1.7599210739135742,42,1676,,
,42,1676,1.5881065130233765,
1.8416508436203003,43,1715,,
,43,1715,1.5596225261688232,
1.7333842515945435,44,1754,,
,44,1754,1.5676027536392212,
1.876467227935791,45,1793,,
,45,1793,1.6281450986862183,
9.127533912658691,46,1832,,
,46,1832,1.6120762825012207,
13.442426681518555,47,1871,,
,47,1871,1.5853283405303955,
26.1817626953125,48,1910,,
,48,1910,1.5422954559326172,
1.7762727737426758,49,1949,,
,49,1949,1.5356541872024536,
1.7979487180709839,50,1988,,
,50,1988,1.5265690088272095,
2.1152520179748535,51,2027,,
,51,2027,1.5485047101974487,
30.960739135742188,52,2066,,
,52,2066,1.566118836402893,
372.3277893066406,53,2105,,
,53,2105,1.6098597049713135,
868.496826171875,54,2144,,
,54,2144,1.6134114265441895,
1.9283419847488403,55,2183,,
,55,2183,1.5774333477020264,
2.0519633293151855,56,2222,,
,56,2222,1.5604623556137085,
1.7555041313171387,57,2261,,
,57,2261,1.5955551862716675,
2.011354923248291,58,2300,,
,58,2300,1.7486810684204102,
1.8576580286026,59,2339,,
,59,2339,1.7193024158477783,
3.356846809387207,60,2378,,
,60,2378,1.7437177896499634,
,61,2379,,1.7922215461730957
